ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Q12275	Cmr2p(CMR2)	Saccharomyces cerevisiae S288c			Lipid metabolism / Secondary metabolites biosynthesis, transport, and catabolism,	GO:0008152~metabolic process,	GO:0005829~cytosol,GO:0005935~cellular bud neck,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0003824~catalytic activity,	IPR000873:AMP-dependent synthetase/ligase,IPR010506:DMAP1-binding,				SM01137:SM01137,	Complete proteome,Glycoprotein,Membrane,Phosphoprotein,Reference proteome,Transmembrane,Transmembrane helix,	chain:Uncharacterized protein YOR093C,glycosylation site:N-linked (GlcNAc...),modified residue,transmembrane region,
P25007	Cyclophilin 1(Cyp1)	Drosophila melanogaster				GO:0000413~protein peptidyl-prolyl isomerization,GO:0006457~protein folding,GO:0035071~salivary gland cell autophagic cell death,GO:0048102~autophagic cell death,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005875~microtubule associated complex,GO:0008024~cyclin/CDK positive transcription elongation factor complex,GO:0019908~nuclear cyclin-dependent protein kinase holoenzyme complex,	GO:0003755~peptidyl-prolyl cis-trans isomerase activity,GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity,GO:0042277~peptide binding,	IPR002130:Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain,IPR020892:Cyclophilin-type peptidyl-prolyl cis-trans isomerase, conserved site,IPR024936:Cyclophilin-type peptidyl-prolyl cis-trans isomerase,					Complete proteome,Cyclosporin,Cytoplasm,Direct protein sequencing,Isomerase,Phosphoprotein,Reference proteome,Rotamase,	chain:Peptidyl-prolyl cis-trans isomerase,domain:PPIase cyclophilin-type,modified residue,
Q6UX65	DNA damage regulated autophagy modulator 2(DRAM2)	Homo sapiens				GO:0006914~autophagy,GO:0006915~apoptotic process,GO:0007601~visual perception,GO:0010506~regulation of autophagy,GO:0045494~photoreceptor cell maintenance,	GO:0001917~photoreceptor inner segment,GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0043231~intracellular membrane-bounded organelle,		IPR019402:Frag1/DRAM/Sfk1,		616502~Cone-rod dystrophy 21,			Apoptosis,Autophagy,Cell membrane,Complete proteome,Cone-rod dystrophy,Disease mutation,Lysosome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:DNA damage-regulated autophagy modulator protein 2,modified residue,sequence conflict,transmembrane region,
Q3ZC48	DNA damage regulated autophagy modulator 2(DRAM2)	Bos taurus				GO:0006914~autophagy,GO:0006915~apoptotic process,GO:0007601~visual perception,GO:0010506~regulation of autophagy,GO:0045494~photoreceptor cell maintenance,	GO:0001917~photoreceptor inner segment,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005794~Golgi apparatus,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,		IPR019402:Frag1/DRAM/Sfk1,					Apoptosis,Autophagy,Cell membrane,Complete proteome,Lysosome,Membrane,Reference proteome,Transmembrane,Transmembrane helix,	chain:DNA damage-regulated autophagy modulator protein 2,modified residue,transmembrane region,
A4QN59	DPH2 homolog (S. cerevisiae)(dph2)	Danio rerio				GO:0017183~peptidyl-diphthamide biosynthetic process from peptidyl-histidine,			IPR010014:Diphthamide synthesis DHP2, eukaryotic,IPR016435:Diphthamide synthesis, eukaryotic DPH1/archaeal DPH2,					Complete proteome,Proteomics identification,Reference proteome,	chain:Diphthamide biosynthesis protein 2,
Q6PGY5	DnaJ (Hsp40) homolog, subfamily C, member 21(dnajc21)	Danio rerio			Translation, ribosomal structure and biogenesis / Posttranslational modification, protein turnover, chaperones,			GO:0003676~nucleic acid binding,GO:0008270~zinc ion binding,GO:0046872~metal ion binding,	IPR001623:DnaJ domain,IPR003604:Zinc finger, U1-type,IPR007087:Zinc finger, C2H2,IPR015880:Zinc finger, C2H2-like,IPR018253:DnaJ domain, conserved site,IPR022755:Zinc finger, double-stranded RNA binding,				SM00271:DnaJ,SM00355:ZnF_C2H2,SM00451:ZnF_U1,	Chaperone,Coiled coil,Complete proteome,Metal-binding,Reference proteome,Repeat,Zinc,Zinc-finger,	chain:DnaJ homolog subfamily C member 21,compositionally biased region:Poly-Asp,compositionally biased region:Poly-Lys,domain:J,zinc finger region:C2H2-type 1,zinc finger region:C2H2-type 2,
Q9NX36	DnaJ heat shock protein family (Hsp40) member C28(DNAJC28)	Homo sapiens			Posttranslational modification, protein turnover, chaperones,	GO:0000301~retrograde transport, vesicle recycling within Golgi,GO:0006890~retrograde vesicle-mediated transport, Golgi to ER,GO:0007030~Golgi organization,GO:0048213~Golgi vesicle prefusion complex stabilization,	GO:0017119~Golgi transport complex,	GO:0005515~protein binding,	IPR001623:DnaJ domain,IPR018961:DnaJ homologue, subfamily C, member 28, conserved domain,				SM00271:DnaJ,	Chaperone,Coiled coil,Complete proteome,Phosphoprotein,Reference proteome,	chain:DnaJ homolog subfamily C member 28,compositionally biased region:Poly-Glu,domain:J,modified residue,sequence conflict,
Q99615	DnaJ heat shock protein family (Hsp40) member C7(DNAJC7)	Homo sapiens				GO:0006457~protein folding,GO:0032781~positive regulation of ATPase activity,GO:0070389~chaperone cofactor-dependent protein refolding,GO:1900034~regulation of cellular response to heat,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0001671~ATPase activator activity,GO:0031072~heat shock protein binding,	IPR001440:Tetratricopeptide TPR-1,IPR001623:DnaJ domain,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,				SM00028:TPR,SM00271:DnaJ,	Acetylation,Alternative splicing,Chaperone,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,TPR repeat,	chain:DnaJ homolog subfamily C member 7,domain:J,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,repeat:TPR 5,repeat:TPR 6,repeat:TPR 7,repeat:TPR 8,repeat:TPR 9,
Q9QYI3	DnaJ heat shock protein family (Hsp40) member C7(Dnajc7)	Mus musculus				GO:0070389~chaperone cofactor-dependent protein refolding,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0031072~heat shock protein binding,	IPR001623:DnaJ domain,IPR011990:Tetratricopeptide-like helical,IPR013026:Tetratricopeptide repeat-containing domain,IPR013105:Tetratricopeptide TPR2,IPR019734:Tetratricopeptide repeat,				SM00028:TPR,SM00271:DnaJ,	Acetylation,Chaperone,Complete proteome,Cytoplasm,Cytoskeleton,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,TPR repeat,	chain:DnaJ homolog subfamily C member 7,domain:J,modified residue,repeat:TPR 1,repeat:TPR 2,repeat:TPR 3,repeat:TPR 4,repeat:TPR 5,repeat:TPR 6,repeat:TPR 7,repeat:TPR 8,sequence conflict,
P78545	E74 like ETS transcription factor 3(ELF3)	Homo sapiens				GO:0001824~blastocyst development,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006954~inflammatory response,GO:0007275~multicellular organism development,GO:0008544~epidermis development,GO:0030198~extracellular matrix organization,GO:0030855~epithelial cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0060056~mammary gland involution,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003713~transcription coactivator activity,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,	IPR000418:Ets domain,IPR003118:Pointed domain,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR013761:Sterile alpha motif/pointed domain,				SM00251:SAM_PNT,SM00413:ETS,	3D-structure,Activator,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,DNA-binding,Inflammatory response,Nucleus,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,	chain:ETS-related transcription factor Elf-3,DNA-binding region:ETS,domain:PNT,helix,mutagenesis site,sequence conflict,sequence variant,splice variant,strand,turn,
Q6PC64	ELOVL fatty acid elongase 6(elovl6)	Danio rerio				GO:0006629~lipid metabolic process,GO:0006631~fatty acid metabolic process,GO:0006633~fatty acid biosynthetic process,GO:0006636~unsaturated fatty acid biosynthetic process,GO:0019367~fatty acid elongation, saturated fatty acid,GO:0030148~sphingolipid biosynthetic process,GO:0034625~fatty acid elongation, monounsaturated fatty acid,GO:0034626~fatty acid elongation, polyunsaturated fatty acid,GO:0035338~long-chain fatty-acyl-CoA biosynthetic process,GO:0042759~long-chain fatty acid biosynthetic process,GO:0042761~very long-chain fatty acid biosynthetic process,	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030176~integral component of endoplasmic reticulum membrane,	GO:0009922~fatty acid elongase activity,GO:0016740~transferase activity,GO:0102336~3-oxo-arachidoyl-CoA synthase activity,GO:0102337~3-oxo-cerotoyl-CoA synthase activity,GO:0102338~3-oxo-lignoceronyl-CoA synthase activity,	IPR002076:GNS1/SUR4 membrane protein,	dre00062:Fatty acid elongation,dre01040:Biosynthesis of unsaturated fatty acids,dre01212:Fatty acid metabolism,				Complete proteome,Endoplasmic reticulum,Fatty acid biosynthesis,Fatty acid metabolism,Glycoprotein,Lipid biosynthesis,Lipid metabolism,Membrane,Reference proteome,Transferase,Transmembrane,Transmembrane helix,	chain:Elongation of very long chain fatty acids protein 6,transmembrane region,
P30042	ES1 protein homolog, mitochondrial(LOC102724023)	Homo sapiens					GO:0005739~mitochondrion,							Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Mitochondrion,Polymorphism,Proteomics identification,Reference proteome,Signal,Transit peptide,
Q9LUU5	F-box and associated interaction domains-containing protein(AT3G17265)	Arabidopsis thaliana				GO:0031146~SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,	GO:0005737~cytoplasm,GO:0019005~SCF ubiquitin ligase complex,	GO:0004842~ubiquitin-protein transferase activity,	IPR001810:F-box domain, cyclin-like,IPR006527:F-box associated domain, type 1,IPR017451:F-box associated interaction domain,				SM00256:FBOX,	Complete proteome,Reference proteome,	chain:Putative F-box protein At3g17265,domain:F-box,
Q58CX2	FAST kinase domains 3(FASTKD3)	Bos taurus				GO:0006468~protein phosphorylation,GO:0045333~cellular respiration,	GO:0005739~mitochondrion,	GO:0004672~protein kinase activity,GO:0044822~poly(A) RNA binding,	IPR010622:FAST kinase leucine-rich,IPR013579:FAST kinase-like protein, subdomain 2,IPR013584:RAP domain,				SM00952:SM00952,	Alternative splicing,Complete proteome,Mitochondrion,Reference proteome,Transit peptide,	chain:FAST kinase domain-containing protein 3,domain:RAP,sequence conflict,splice variant,
P51145	FOS like 2, AP-1 transcription factor subunit(Fosl2)	Rattus norvegicus				GO:0001661~conditioned taste aversion,GO:0001666~response to hypoxia,GO:0003334~keratinocyte development,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0007565~female pregnancy,GO:0007568~aging,GO:0007623~circadian rhythm,GO:0009409~response to cold,GO:0009416~response to light stimulus,GO:0009612~response to mechanical stimulus,GO:0009636~response to toxic substance,GO:0009648~photoperiodism,GO:0014070~response to organic cyclic compound,GO:0030431~sleep,GO:0032355~response to estradiol,GO:0032570~response to progesterone,GO:0034097~response to cytokine,GO:0035902~response to immobilization stress,GO:0043434~response to peptide hormone,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048146~positive regulation of fibroblast proliferation,GO:0051591~response to cAMP,	GO:0005634~nucleus,GO:0005654~nucleoplasm,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000982~transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0003690~double-stranded DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,	IPR000837:Fos transforming protein,IPR004827:Basic-leucine zipper domain,	rno04380:Osteoclast differentiation,			SM00338:BRLZ,	Acetylation,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:Fos-related antigen 2,DNA-binding region:Basic motif,domain:Leucine-zipper,modified residue,
Q8IVP5	FUN14 domain containing 1(FUNDC1)	Homo sapiens				GO:0000422~mitophagy,GO:0001666~response to hypoxia,	GO:0005741~mitochondrial outer membrane,GO:0031307~integral component of mitochondrial outer membrane,	GO:0005515~protein binding,	IPR007014:FUN14,					Autophagy,Complete proteome,Membrane,Mitochondrion,Mitochondrion outer membrane,Phosphoprotein,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,	chain:FUN14 domain-containing protein 1,modified residue,
P26151	Fc receptor, IgG, high affinity I(Fcgr1)	Mus musculus				GO:0001788~antibody-dependent cellular cytotoxicity,GO:0001798~positive regulation of type IIa hypersensitivity,GO:0001805~positive regulation of type III hypersensitivity,GO:0002376~immune system process,GO:0006898~receptor-mediated endocytosis,GO:0006910~phagocytosis, recognition,GO:0006911~phagocytosis, engulfment,GO:0007166~cell surface receptor signaling pathway,GO:0009617~response to bacterium,GO:0019884~antigen processing and presentation of exogenous antigen,GO:0042590~antigen processing and presentation of exogenous peptide antigen via MHC class I,GO:0042742~defense response to bacterium,GO:0045087~innate immune response,GO:0050766~positive regulation of phagocytosis,GO:0050776~regulation of immune response,GO:0060100~positive regulation of phagocytosis, engulfment,	GO:0005886~plasma membrane,GO:0009897~external side of plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0045121~membrane raft,	GO:0019770~IgG receptor activity,GO:0019864~IgG binding,GO:0031774~leukotriene receptor binding,	IPR003598:Immunoglobulin subtype 2,IPR003599:Immunoglobulin subtype,IPR007110:Immunoglobulin-like domain,IPR013151:Immunoglobulin,IPR013783:Immunoglobulin-like fold,	mmu04145:Phagosome,mmu04380:Osteoclast differentiation,mmu04640:Hematopoietic cell lineage,mmu04666:Fc gamma R-mediated phagocytosis,mmu05140:Leishmaniasis,mmu05150:Staphylococcus aureus infection,mmu05152:Tuberculosis,mmu05202:Transcriptional misregulation in cancer,mmu05322:Systemic lupus erythematosus,			SM00408:IGc2,SM00409:IG,	Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,IgG-binding protein,Immunity,Immunoglobulin domain,Innate immunity,Membrane,Phosphoprotein,Receptor,Reference proteome,Repeat,Signal,Transmembrane,Transmembrane helix,	chain:High affinity immunoglobulin gamma Fc receptor I,disulfide bond,domain:Ig-like C2-type 1,domain:Ig-like C2-type 2,domain:Ig-like C2-type 3,glycosylation site:N-linked (GlcNAc...),modified residue,region of interest:Interaction with EPB41L2,signal peptide,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,
